Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Religious communities - Hindu - Persons,Religious communities - Hindu - Males,Religious communities - Hindu - Females,Religious communities - Muslim - Persons,Religious communities - Muslim - Males,Religious communities - Muslim - Females,Religious communities - Christian - Persons,Religious communities - Christian - Males,Religious communities - Christian - Females,Religious communities - Sikh - Persons,Religious communities - Sikh - Males,Religious communities - Sikh - Females,Religious communities - Buddhist - Persons,Religious communities - Buddhist - Males,Religious communities - Buddhist - Females,Religious communities - Jain - Persons,Religious communities - Jain - Males,Religious communities - Jain - Females,Religious communities - Other religious communities - Persons,Religious communities - Other religious communities - Males,Religious communities - Other religious communities - Females
C4415,33,13,0000,District - Dindigul  13,Urban,55-59,24012,11711,12301,19902,9721,10181,1808,885,923,2270,1089,1181,5,2,3,0,0,0,4,2,2,2,1,1
C4415,33,13,0000,District - Dindigul  13,Urban,60-64,21910,11159,10751,18090,9249,8841,1756,880,876,2044,1022,1022,5,2,3,1,1,0,3,1,2,0,0,0
C4415,33,13,0000,District - Dindigul  13,Urban,65-69,13893,6730,7163,11478,5521,5957,1061,563,498,1338,637,701,2,1,1,0,0,0,0,0,0,1,0,1
C4415,33,13,0000,District - Dindigul  13,Urban,70-74,10306,5250,5056,8506,4351,4155,846,443,403,949,453,496,1,0,1,0,0,0,0,0,0,1,0,1
C4415,33,13,0000,District - Dindigul  13,Urban,75-79,4850,2500,2350,4019,2070,1949,348,187,161,476,240,236,2,1,1,0,0,0,0,0,0,0,0,0
C4415,33,13,0000,District - Dindigul  13,Urban,80+,5609,2745,2864,4586,2259,2327,465,213,252,550,268,282,2,2,0,2,1,1,0,0,0,0,0,0
C4415,33,13,0000,District - Dindigul  13,Urban,Age not stated,4512,2225,2287,3779,1852,1927,377,195,182,327,164,163,2,1,1,3,1,2,1,0,1,0,0,0
C4415,33,14,0000,District - Karur  *  14,Total,All ages,935686,465538,470148,883584,441172,442412,37272,16982,20290,13863,6879,6984,45,25,20,19,6,13,19,12,7,59,41,18
C4415,33,14,0000,District - Karur  *  14,Total,0-4,73625,38218,35407,68923,35754,33169,3624,1889,1735,1017,547,470,3,0,3,1,0,1,1,1,0,3,3,0
C4415,33,14,0000,District - Karur  *  14,Total,5-9,77569,39846,37723,72599,37298,35301,3796,1937,1859,1119,589,530,1,0,1,0,0,0,2,1,1,2,1,1
C4415,33,14,0000,District - Karur  *  14,Total,10-14,80243,41357,38886,74966,38759,36207,4068,1996,2072,1148,565,583,4,4,0,1,1,0,1,0,1,3,1,2
C4415,33,14,0000,District - Karur  *  14,Total,15-19,81812,41474,40338,76410,39086,37324,4035,1687,2348,1288,658,630,5,2,3,3,2,1,1,1,0,3,1,2
C4415,33,14,0000,District - Karur  *  14,Total,20-24,81209,39727,41482,76435,37655,38780,3406,1410,1996,1262,597,665,3,2,1,3,1,2,0,0,0,25,22,3
C4415,33,14,0000,District - Karur  *  14,Total,25-29,83564,39153,44411,78835,37156,41679,3366,1386,1980,1281,574,707,5,1,4,2,1,1,1,1,0,12,6,6
C4415,33,14,0000,District - Karur  *  14,Total,30-34,71350,35270,36080,67550,33533,34017,2667,1176,1491,1071,530,541,3,1,2,2,1,1,5,3,2,1,1,0
C4415,33,14,0000,District - Karur  *  14,Total,35-39,76800,36541,40259,72764,34725,38039,2782,1220,1562,1179,558,621,4,3,1,0,0,0,3,2,1,3,2,1
C4415,33,14,0000,District - Karur  *  14,Total,40-44,60800,30758,30042,57876,29386,28490,1973,905,1068,892,435,457,7,4,3,3,0,3,4,3,1,1,1,0
C4415,33,14,0000,District - Karur  *  14,Total,45-49,60019,29464,30555,57162,28095,29067,1871,860,1011,933,480,453,3,3,0,1,0,1,0,0,0,4,2,2
C4415,33,14,0000,District - Karur  *  14,Total,50-54,49320,24616,24704,47164,23569,23595,1402,654,748,709,379,330,1,1,0,2,0,2,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Total,55-59,41314,20268,21046,39469,19465,20004,1248,519,729,567,268,299,1,1,0,1,0,1,0,0,0,1,1,0
C4415,33,14,0000,District - Karur  *  14,Total,60-64,37500,18660,18840,35868,17918,17950,1056,463,593,533,255,278,1,1,0,0,0,0,1,0,1,0,0,0
C4415,33,14,0000,District - Karur  *  14,Total,65-69,23813,11485,12328,22638,10936,11702,797,368,429,348,166,182,0,0,0,0,0,0,0,0,0,1,0,1
C4415,33,14,0000,District - Karur  *  14,Total,70-74,17708,8941,8767,16893,8550,8343,560,244,316,238,138,100,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Total,75-79,8576,4491,4085,8154,4276,3878,267,135,132,148,77,71,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Total,80+,9313,4574,4739,8859,4396,4463,322,117,205,120,55,65,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Total,Age not stated,1151,695,456,1019,615,404,32,16,16,10,8,2,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,All ages,624430,310922,313508,607590,302712,304878,8426,4048,4378,7721,3814,3907,24,12,12,16,5,11,7,4,3,8,7,1
C4415,33,14,0000,District - Karur  *  14,Rural,0-4,49688,25862,23826,48285,25117,23168,795,421,374,564,306,258,2,0,2,0,0,0,0,0,0,1,1,0
C4415,33,14,0000,District - Karur  *  14,Rural,5-9,52155,26711,25444,50596,25905,24691,854,444,410,660,346,314,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,10-14,53305,27635,25670,51754,26829,24925,843,452,391,662,326,336,0,0,0,1,1,0,1,0,1,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,15-19,54175,27824,26351,52501,27016,25485,897,424,473,715,350,365,4,1,3,3,2,1,1,1,0,1,1,0
C4415,33,14,0000,District - Karur  *  14,Rural,20-24,52807,26188,26619,51291,25485,25806,777,340,437,686,334,352,2,1,1,2,1,1,0,0,0,2,2,0
C4415,33,14,0000,District - Karur  *  14,Rural,25-29,53908,25389,28519,52344,24694,27650,802,360,442,718,318,400,3,0,3,1,0,1,0,0,0,1,1,0
C4415,33,14,0000,District - Karur  *  14,Rural,30-34,45584,22466,23118,44371,21885,22486,595,277,318,577,287,290,0,0,0,2,1,1,2,1,1,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,35-39,50101,23680,26421,48781,23074,25707,658,299,359,610,282,328,2,2,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,40-44,39888,19872,20016,38959,19397,19562,437,233,204,450,218,232,4,3,1,3,0,3,3,2,1,1,1,0
C4415,33,14,0000,District - Karur  *  14,Rural,45-49,40253,19328,20925,39270,18840,20430,444,213,231,496,252,244,1,1,0,1,0,1,0,0,0,2,1,1
C4415,33,14,0000,District - Karur  *  14,Rural,50-54,33742,16634,17108,33022,16292,16730,312,145,167,373,186,187,0,0,0,2,0,2,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,55-59,28767,14124,14643,28104,13823,14281,309,135,174,335,155,180,1,1,0,1,0,1,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,60-64,26816,13446,13370,26195,13163,13032,243,99,144,347,168,179,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,65-69,16911,8179,8732,16481,7971,8510,191,88,103,217,109,108,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,70-74,12725,6491,6234,12433,6336,6097,136,60,76,139,86,53,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,75-79,6153,3237,2916,5992,3149,2843,56,30,26,100,56,44,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,80+,6664,3356,3308,6522,3298,3224,66,23,43,66,30,36,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Rural,Age not stated,788,500,288,689,438,251,11,5,6,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Urban,All ages,311256,154616,156640,275994,138460,137534,28846,12934,15912,6142,3065,3077,21,13,8,3,1,2,12,8,4,51,34,17
C4415,33,14,0000,District - Karur  *  14,Urban,0-4,23937,12356,11581,20638,10637,10001,2829,1468,1361,453,241,212,1,0,1,1,0,1,1,1,0,2,2,0
C4415,33,14,0000,District - Karur  *  14,Urban,5-9,25414,13135,12279,22003,11393,10610,2942,1493,1449,459,243,216,0,0,0,0,0,0,2,1,1,2,1,1
C4415,33,14,0000,District - Karur  *  14,Urban,10-14,26938,13722,13216,23212,11930,11282,3225,1544,1681,486,239,247,4,4,0,0,0,0,0,0,0,3,1,2
C4415,33,14,0000,District - Karur  *  14,Urban,15-19,27637,13650,13987,23909,12070,11839,3138,1263,1875,573,308,265,1,1,0,0,0,0,0,0,0,2,0,2
C4415,33,14,0000,District - Karur  *  14,Urban,20-24,28402,13539,14863,25144,12170,12974,2629,1070,1559,576,263,313,1,1,0,1,0,1,0,0,0,23,20,3
C4415,33,14,0000,District - Karur  *  14,Urban,25-29,29656,13764,15892,26491,12462,14029,2564,1026,1538,563,256,307,2,1,1,1,1,0,1,1,0,11,5,6
C4415,33,14,0000,District - Karur  *  14,Urban,30-34,25766,12804,12962,23179,11648,11531,2072,899,1173,494,243,251,3,1,2,0,0,0,3,2,1,1,1,0
C4415,33,14,0000,District - Karur  *  14,Urban,35-39,26699,12861,13838,23983,11651,12332,2124,921,1203,569,276,293,2,1,1,0,0,0,3,2,1,3,2,1
C4415,33,14,0000,District - Karur  *  14,Urban,40-44,20912,10886,10026,18917,9989,8928,1536,672,864,442,217,225,3,1,2,0,0,0,1,1,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Urban,45-49,19766,10136,9630,17892,9255,8637,1427,647,780,437,228,209,2,2,0,0,0,0,0,0,0,2,1,1
C4415,33,14,0000,District - Karur  *  14,Urban,50-54,15578,7982,7596,14142,7277,6865,1090,509,581,336,193,143,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Urban,55-59,12547,6144,6403,11365,5642,5723,939,384,555,232,113,119,0,0,0,0,0,0,0,0,0,1,1,0
C4415,33,14,0000,District - Karur  *  14,Urban,60-64,10684,5214,5470,9673,4755,4918,813,364,449,186,87,99,0,0,0,0,0,0,1,0,1,0,0,0
C4415,33,14,0000,District - Karur  *  14,Urban,65-69,6902,3306,3596,6157,2965,3192,606,280,326,131,57,74,0,0,0,0,0,0,0,0,0,1,0,1
C4415,33,14,0000,District - Karur  *  14,Urban,70-74,4983,2450,2533,4460,2214,2246,424,184,240,99,52,47,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Urban,75-79,2423,1254,1169,2162,1127,1035,211,105,106,48,21,27,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Urban,80+,2649,1218,1431,2337,1098,1239,256,94,162,54,25,29,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,14,0000,District - Karur  *  14,Urban,Age not stated,363,195,168,330,177,153,21,11,10,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,15,0000,District - Tiruchirappalli  15,Total,All ages,2418366,1208534,1209832,2040968,1021555,1019413,156345,78121,78224,218033,107231,110802,169,109,60,67,36,31,536,270,266,327,214,113
C4415,33,15,0000,District - Tiruchirappalli  15,Total,0-4,192160,98074,94086,162180,82887,79293,13468,6860,6608,16270,8203,8067,12,7,5,8,3,5,45,23,22,15,5,10
C4415,33,15,0000,District - Tiruchirappalli  15,Total,5-9,207574,105778,101796,175569,89752,85817,14497,7272,7225,17265,8634,8631,11,7,4,5,2,3,48,24,24,13,7,6
C4415,33,15,0000,District - Tiruchirappalli  15,Total,10-14,228513,117031,111482,191444,98316,93128,16595,8469,8126,20207,10086,10121,11,5,6,6,2,4,56,28,28,21,12,9
C4415,33,15,0000,District - Tiruchirappalli  15,Total,15-19,243898,122692,121206,202831,102135,100696,18206,9177,9029,22603,11237,11366,19,14,5,7,4,3,39,17,22,41,33,8
C4415,33,15,0000,District - Tiruchirappalli  15,Total,20-24,224602,112782,111820,186463,93601,92862,16791,8387,8404,21019,10605,10414,26,15,11,9,7,2,53,31,22,70,65,5
C4415,33,15,0000,District - Tiruchirappalli  15,Total,25-29,213185,101140,112045,179456,85321,94135,14576,6807,7769,18867,8860,10007,22,16,6,9,3,6,50,29,21,26,17,9
C4415,33,15,0000,District - Tiruchirappalli  15,Total,30-34,181955,90056,91899,153464,76184,77280,11681,5774,5907,16567,7974,8593,15,12,3,6,4,2,50,23,27,20,6,14
C4415,33,15,0000,District - Tiruchirappalli  15,Total,35-39,191296,91594,99702,162829,77933,84896,11448,5552,5896,16820,8012,8808,10,5,5,4,3,1,49,26,23,20,11,9
C4415,33,15,0000,District - Tiruchirappalli  15,Total,40-44,151770,77724,74046,129233,66327,62906,8523,4408,4115,13858,6899,6959,11,6,5,2,2,0,34,18,16,12,7,5
C4415,33,15,0000,District - Tiruchirappalli  15,Total,45-49,147520,74166,73354,125984,63499,62485,8058,4060,3998,13302,6519,6783,11,10,1,2,1,1,29,15,14,25,11,14
C4415,33,15,0000,District - Tiruchirappalli  15,Total,50-54,117814,60610,57204,100246,51600,48646,6258,3286,2972,11178,5662,5516,12,6,6,2,1,1,22,10,12,14,8,6
C4415,33,15,0000,District - Tiruchirappalli  15,Total,55-59,92022,45651,46371,78587,38983,39604,4844,2445,2399,8494,4171,4323,4,3,1,0,0,0,15,8,7,13,8,5
C4415,33,15,0000,District - Tiruchirappalli  15,Total,60-64,82653,40511,42142,70893,34772,36121,4170,2060,2110,7489,3634,3855,2,2,0,2,1,1,15,7,8,10,4,6
C4415,33,15,0000,District - Tiruchirappalli  15,Total,65-69,55317,26422,28895,46921,22480,24441,2932,1438,1494,5410,2476,2934,2,0,2,1,1,0,8,5,3,7,4,3
C4415,33,15,0000,District - Tiruchirappalli  15,Total,70-74,40221,19835,20386,34188,16945,17243,2064,1003,1061,3919,1868,2051,0,0,0,1,0,1,11,2,9,10,8,2
C4415,33,15,0000,District - Tiruchirappalli  15,Total,75-79,19673,10368,9305,16732,8837,7895,839,428,411,2078,1087,991,0,0,0,0,0,0,7,3,4,5,5,0
C4415,33,15,0000,District - Tiruchirappalli  15,Total,80+,20170,9896,10274,17105,8453,8652,1038,487,551,2003,943,1060,0,0,0,3,2,1,3,1,2,5,3,2
C4415,33,15,0000,District - Tiruchirappalli  15,Total,Age not stated,8023,4204,3819,6843,3530,3313,357,208,149,684,361,323,1,1,0,0,0,0,2,0,2,0,0,0
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,All ages,1279204,638617,640587,1149938,574675,575263,30854,15260,15594,97037,47976,49061,25,17,8,19,10,9,18,9,9,53,28,25
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,0-4,108742,55766,52976,97784,50121,47663,2957,1530,1427,7877,4053,3824,1,1,0,1,0,1,2,1,1,4,0,4
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,5-9,116523,59724,56799,104807,53790,51017,3094,1609,1485,8485,4253,4232,4,3,1,0,0,0,1,1,0,6,3,3
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,10-14,122997,63440,59557,110255,56870,53385,3267,1669,1598,9347,4815,4532,2,2,0,2,1,1,0,0,0,5,3,2
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,15-19,125295,63407,61888,111989,56683,55306,3425,1704,1721,9768,4962,4806,2,1,1,3,2,1,5,2,3,3,3,0
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,20-24,112876,56734,56142,101081,50872,50209,3026,1451,1575,8652,4362,4290,1,1,0,3,3,0,2,1,1,4,3,1
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,25-29,109983,52399,57584,98926,47310,51616,2763,1255,1508,8167,3772,4395,0,0,0,5,1,4,1,1,0,1,0,1
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,30-34,90879,45087,45792,81511,40562,40949,2163,1073,1090,7091,3399,3692,1,0,1,0,0,0,3,1,2,7,3,4
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,35-39,99146,46850,52296,89576,42327,47249,2165,1004,1161,7315,3471,3844,2,1,1,1,1,0,0,0,0,5,3,2
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,40-44,76800,38746,38054,69345,34983,34362,1582,799,783,5803,2926,2877,4,2,2,0,0,0,0,0,0,4,2,2
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,45-49,78528,38223,40305,71241,34729,36512,1582,779,803,5636,2680,2956,5,5,0,0,0,0,0,0,0,2,1,1
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,50-54,62589,31269,31320,56519,28301,28218,1196,580,616,4818,2366,2452,0,0,0,0,0,0,1,1,0,2,1,1
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,55-59,51718,25291,26427,46563,22835,23728,1075,523,552,4032,1908,2124,1,0,1,0,0,0,1,1,0,3,1,2
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,60-64,47269,23369,23900,42679,21116,21563,934,465,469,3601,1765,1836,1,1,0,1,0,1,1,0,1,0,0,0
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,65-69,30262,14674,15588,27030,13092,13938,673,322,351,2528,1246,1282,1,0,1,0,0,0,1,0,1,1,1,0
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,70-74,21953,11257,10696,19592,10063,9529,461,243,218,1878,943,935,0,0,0,0,0,0,0,0,0,2,1,1
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,75-79,10017,5418,4599,8966,4847,4119,197,109,88,842,452,390,0,0,0,0,0,0,0,0,0,2,2,0
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,80+,10177,5175,5002,9021,4619,4402,248,114,134,895,436,459,0,0,0,3,2,1,0,0,0,2,1,1
C4415,33,15,0000,District - Tiruchirappalli  15,Rural,Age not stated,3450,1788,1662,3053,1555,1498,46,31,15,302,167,135,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,All ages,1139162,569917,569245,891030,446880,444150,125491,62861,62630,120996,59255,61741,144,92,52,48,26,22,518,261,257,274,186,88
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,0-4,83418,42308,41110,64396,32766,31630,10511,5330,5181,8393,4150,4243,11,6,5,7,3,4,43,22,21,11,5,6
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,5-9,91051,46054,44997,70762,35962,34800,11403,5663,5740,8780,4381,4399,7,4,3,5,2,3,47,23,24,7,4,3
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,10-14,105516,53591,51925,81189,41446,39743,13328,6800,6528,10860,5271,5589,9,3,6,4,1,3,56,28,28,16,9,7
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,15-19,118603,59285,59318,90842,45452,45390,14781,7473,7308,12835,6275,6560,17,13,4,4,2,2,34,15,19,38,30,8
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,20-24,111726,56048,55678,85382,42729,42653,13765,6936,6829,12367,6243,6124,25,14,11,6,4,2,51,30,21,66,62,4
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,25-29,103202,48741,54461,80530,38011,42519,11813,5552,6261,10700,5088,5612,22,16,6,4,2,2,49,28,21,25,17,8
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,30-34,91076,44969,46107,71953,35622,36331,9518,4701,4817,9476,4575,4901,14,12,2,6,4,2,47,22,25,13,3,10
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,35-39,92150,44744,47406,73253,35606,37647,9283,4548,4735,9505,4541,4964,8,4,4,3,2,1,49,26,23,15,8,7
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,40-44,74970,38978,35992,59888,31344,28544,6941,3609,3332,8055,3973,4082,7,4,3,2,2,0,34,18,16,8,5,3
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,45-49,68992,35943,33049,54743,28770,25973,6476,3281,3195,7666,3839,3827,6,5,1,2,1,1,29,15,14,23,10,13
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,50-54,55225,29341,25884,43727,23299,20428,5062,2706,2356,6360,3296,3064,12,6,6,2,1,1,21,9,12,12,7,5
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,55-59,40304,20360,19944,32024,16148,15876,3769,1922,1847,4462,2263,2199,3,3,0,0,0,0,14,7,7,10,7,3
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,60-64,35384,17142,18242,28214,13656,14558,3236,1595,1641,3888,1869,2019,1,1,0,1,1,0,14,7,7,10,4,6
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,65-69,25055,11748,13307,19891,9388,10503,2259,1116,1143,2882,1230,1652,1,0,1,1,1,0,7,5,2,6,3,3
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,70-74,18268,8578,9690,14596,6882,7714,1603,760,843,2041,925,1116,0,0,0,1,0,1,11,2,9,8,7,1
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,75-79,9656,4950,4706,7766,3990,3776,642,319,323,1236,635,601,0,0,0,0,0,0,7,3,4,3,3,0
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,80+,9993,4721,5272,8084,3834,4250,790,373,417,1108,507,601,0,0,0,0,0,0,3,1,2,3,2,1
C4415,33,15,0000,District - Tiruchirappalli  15,Urban,Age not stated,4573,2416,2157,3790,1975,1815,311,177,134,382,194,188,1,1,0,0,0,0,2,0,2,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Total,All ages,493646,246141,247505,460058,230264,229794,24778,11500,13278,8412,4173,4239,3,2,1,7,5,2,15,9,6,30,15,15
C4415,33,16,0000,District - Perambalur  *  16,Total,0-4,43517,22418,21099,40230,20755,19475,2517,1255,1262,736,391,345,1,1,0,0,0,0,1,0,1,3,2,1
C4415,33,16,0000,District - Perambalur  *  16,Total,5-9,46026,23815,22211,42623,22042,20581,2667,1387,1280,703,372,331,0,0,0,0,0,0,3,2,1,2,0,2
C4415,33,16,0000,District - Perambalur  *  16,Total,10-14,50219,26487,23732,46465,24517,21948,2936,1499,1437,783,448,335,1,1,0,1,1,0,1,1,0,3,3,0
C4415,33,16,0000,District - Perambalur  *  16,Total,15-19,49822,25616,24206,46096,23766,22330,2846,1373,1473,842,458,384,0,0,0,1,1,0,1,0,1,2,1,1
C4415,33,16,0000,District - Perambalur  *  16,Total,20-24,41699,20554,21145,38556,19062,19494,2315,1094,1221,796,380,416,0,0,0,1,1,0,0,0,0,2,1,1
C4415,33,16,0000,District - Perambalur  *  16,Total,25-29,42363,19345,23018,39552,18191,21361,1989,810,1179,782,325,457,0,0,0,1,1,0,2,2,0,3,1,2
C4415,33,16,0000,District - Perambalur  *  16,Total,30-34,33619,16061,17558,31499,15177,16322,1489,576,913,604,294,310,0,0,0,0,0,0,1,0,1,4,2,2
C4415,33,16,0000,District - Perambalur  *  16,Total,35-39,39014,17685,21329,36776,16821,19955,1569,554,1015,642,292,350,0,0,0,0,0,0,2,2,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Total,40-44,29007,14342,14665,27311,13624,13687,1210,508,702,465,203,262,1,0,1,0,0,0,2,1,1,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Total,45-49,29696,14613,15083,27955,13879,14076,1216,479,737,498,244,254,0,0,0,1,0,1,0,0,0,4,2,2
C4415,33,16,0000,District - Perambalur  *  16,Total,50-54,23513,11889,11624,22018,11188,10830,1070,484,586,403,203,200,0,0,0,1,1,0,0,0,0,1,0,1
C4415,33,16,0000,District - Perambalur  *  16,Total,55-59,19062,9445,9617,17945,8937,9008,766,345,421,335,154,181,0,0,0,0,0,0,1,0,1,3,2,1
C4415,33,16,0000,District - Perambalur  *  16,Total,60-64,17873,8986,8887,16799,8434,8365,776,399,377,283,145,138,0,0,0,0,0,0,0,0,0,1,1,0
C4415,33,16,0000,District - Perambalur  *  16,Total,65-69,11657,5892,5765,10896,5508,5388,536,281,255,218,100,118,0,0,0,1,0,1,1,1,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Total,70-74,8224,4376,3848,7672,4106,3566,390,193,197,151,73,78,0,0,0,0,0,0,0,0,0,1,0,1
C4415,33,16,0000,District - Perambalur  *  16,Total,75-79,3652,2086,1566,3383,1937,1446,197,116,81,69,31,38,0,0,0,0,0,0,0,0,0,1,0,1
C4415,33,16,0000,District - Perambalur  *  16,Total,80+,3774,2012,1762,3457,1847,1610,237,120,117,77,43,34,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Total,Age not stated,909,519,390,825,473,352,52,27,25,25,17,8,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Rural,All ages,414426,206807,207619,395569,197766,197803,12211,5700,6511,6304,3165,3139,3,2,1,1,1,0,4,2,2,19,9,10
C4415,33,16,0000,District - Perambalur  *  16,Rural,0-4,37082,19130,17952,35211,18147,17064,1260,656,604,580,312,268,1,1,0,0,0,0,0,0,0,2,1,1
C4415,33,16,0000,District - Perambalur  *  16,Rural,5-9,39104,20240,18864,37267,19274,17993,1240,656,584,572,300,272,0,0,0,0,0,0,0,0,0,2,0,2
C4415,33,16,0000,District - Perambalur  *  16,Rural,10-14,41655,21987,19668,39686,20964,18722,1312,636,676,626,368,258,1,1,0,0,0,0,0,0,0,2,2,0
C4415,33,16,0000,District - Perambalur  *  16,Rural,15-19,40359,20830,19529,38457,19876,18581,1271,594,677,599,344,255,0,0,0,0,0,0,1,0,1,1,0,1
C4415,33,16,0000,District - Perambalur  *  16,Rural,20-24,34314,16993,17321,32557,16189,16368,1161,509,652,567,279,288,0,0,0,0,0,0,0,0,0,1,0,1
C4415,33,16,0000,District - Perambalur  *  16,Rural,25-29,35552,16249,19303,33907,15551,18356,1030,440,590,579,240,339,0,0,0,1,1,0,2,2,0,2,1,1
C4415,33,16,0000,District - Perambalur  *  16,Rural,30-34,28141,13488,14653,26941,12951,13990,746,305,441,430,218,212,0,0,0,0,0,0,0,0,0,3,2,1
C4415,33,16,0000,District - Perambalur  *  16,Rural,35-39,32738,14780,17958,31479,14264,17215,757,292,465,481,210,271,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Rural,40-44,24425,12067,12358,23437,11651,11786,624,260,364,347,152,195,1,0,1,0,0,0,1,0,1,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Rural,45-49,24984,12226,12758,23943,11763,12180,637,268,369,382,186,196,0,0,0,0,0,0,0,0,0,2,1,1
C4415,33,16,0000,District - Perambalur  *  16,Rural,50-54,19939,10055,9884,19040,9631,9409,594,269,325,285,142,143,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Rural,55-59,16486,8193,8293,15833,7873,7960,393,195,198,246,117,129,0,0,0,0,0,0,0,0,0,2,1,1
C4415,33,16,0000,District - Perambalur  *  16,Rural,60-64,15318,7719,7599,14688,7391,7297,412,220,192,205,100,105,0,0,0,0,0,0,0,0,0,1,1,0
C4415,33,16,0000,District - Perambalur  *  16,Rural,65-69,10106,5116,4990,9636,4880,4756,303,159,144,162,75,87,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,16,0000,District - Perambalur  *  16,Rural,70-74,7135,3821,3314,6804,3660,3144,205,101,104,115,56,59,0,0,0,0,0,0,0,0,0,1,0,1
